Run 1665428273
event 1
pion 2.580830597 -0.02513135929 0.01502632682 2.577132227 0.1349766 0 0 0 0 0 0 0 0 2.445853997 0 0
V 2.437348227 -0.03619765064 -0.001426374212 2.435026504 0.1 0 0 0 0 0 0 0 0 2.337348227 0 0
DM 2.267924013 -0.01169069303 -0.01289628651 2.267851702 0.005 0 0 0 0 -2.551015774 -2.81408726 494.8659118 1.650747634e-06 2.262924013 486.7775654 495.215119
Recoil_DM 1.412432642 0.01285406877 -0.01967263613 1.412228285 0.005 -2.551015774 -2.81408726 494.8659118 1.650747634e-06 0 0 0 0 1.407432642 0 0
electron 0.8560023701 -0.0245447618 0.006776349618 0.8556234173 0.0005109989461 -2.551015774 -2.81408726 494.8659118 1.650747634e-06 0 0 0 0 0.8554913711 0 0
endevent 1

event 2
pion 4.890481152 0.04468590539 0.003436063243 4.888412685 0.1349766 0 0 0 0 0 0 0 0 4.755504552 0 0
V 4.402652618 0.01869999316 -0.01012065689 4.401465433 0.1 0 0 0 0 0 0 0 0 4.302652618 0 0
DM 3.465905258 -0.02038346307 0.01245141777 3.465819345 0.005 0 0 0 0 -2.881275418 1.760052441 489.905962 1.634190898e-06 3.460905258 489.1822726 492.7807558
Recoil_DM 3.083998542 -0.03660813213 0.01348745735 3.08374771 0.005 -2.881275418 1.760052441 489.905962 1.634190898e-06 0 0 0 0 3.078998542 0 0
electron 0.3824177145 0.01622466906 -0.001036039587 0.3820716346 0.0005109989461 -2.881275418 1.760052441 489.905962 1.634190898e-06 0 0 0 0 0.3819067156 0 0
endevent 2

event 3
pion 3.012949095 -0.0124610383 -0.00306029591 3.009896829 0.1349766 0 0 0 0 0 0 0 0 2.877972495 0 0
V 2.245483675 -0.03817504719 -0.0110428787 2.242903844 0.1 0 0 0 0 0 0 0 0 2.145483675 0 0
DM 1.96310559 -0.001158024352 -0.004044774475 1.963094714 0.005 0 0 0 0 -0.288451373 -1.007509686 488.985715 1.631089812e-06 1.95810559 486.0908666 495.9147077
Recoil_DM 1.519776118 -0.00232856681 -0.02177031615 1.519610174 0.005 -0.288451373 -1.007509686 488.985715 1.631089812e-06 0 0 0 0 1.514776118 0 0
electron 0.443840471 0.001170542458 0.01772554168 0.4434845404 0.0005109989461 -0.288451373 -1.007509686 488.985715 1.631089812e-06 0 0 0 0 0.443329472 0 0
endevent 3

event 4
pion 2.936556604 -0.06432260058 -0.08407023639 2.931542393 0.1349766 0 0 0 0 0 0 0 0 2.801580004 0 0
V 2.761984446 -0.04024333653 -0.07569027722 2.758842064 0.1 0 0 0 0 0 0 0 0 2.661984446 0 0
DM 1.762646347 0.007491574637 -0.01395553855 1.762568088 0.005 0 0 0 0 2.100635032 -3.913128358 494.2235044 1.648625358e-06 1.757646347 486.9092993 495.081138
Recoil_DM 1.112256109 0.01239979139 -0.02770116972 1.111830716 0.005 2.100635032 -3.913128358 494.2235044 1.648625358e-06 0 0 0 0 1.107256109 0 0
electron 0.6509012374 -0.004908216756 0.01374563118 0.6507373716 0.0005109989461 2.100635032 -3.913128358 494.2235044 1.648625358e-06 0 0 0 0 0.6503902385 0 0
endevent 4

event 5
pion 3.063841594 -0.01556004338 0.00969256686 3.060812077 0.1349766 0 0 0 0 0 0 0 0 2.928864994 0 0
V 2.189242617 -0.03982934202 0.000846425558 2.186594645 0.1 0 0 0 0 0 0 0 0 2.089242617 0 0
DM 2.012650394 -0.01375109014 -0.01294287421 2.012555589 0.005 0 0 0 0 -3.374831787 -3.176477129 493.9271365 1.647641195e-06 2.007650394 487.5028586 494.4783517
Recoil_DM 1.469666266 -0.02573584295 0.003080832128 1.469429178 0.005 -3.374831787 -3.176477129 493.9271365 1.647641195e-06 0 0 0 0 1.464666266 0 0
electron 0.5434951266 0.01198475281 -0.01602370634 0.5431264108 0.0005109989461 -3.374831787 -3.176477129 493.9271365 1.647641195e-06 0 0 0 0 0.5429841277 0 0
endevent 5

event 6
pion 2.949709016 0.136161483 0.01986014296 2.943404529 0.1349766 0 0 0 0 0 0 0 0 2.814732416 0 0
V 2.343746465 0.07791024653 0.01637413873 2.340258399 0.1 0 0 0 0 0 0 0 0 2.243746465 0 0
DM 1.435715533 0.00011940578 0.001233324147 1.435706292 0.005 0 0 0 0 0.04092358832 0.4226935217 492.0553531 1.641330551e-06 1.430715533 486.5701333 495.4262367
Recoil_DM 1.22273903 0.01238646035 0.006872782973 1.22264675 0.005 0.04092358832 0.4226935217 492.0553531 1.641330551e-06 0 0 0 0 1.21773903 0 0
electron 0.2134875019 -0.01226705457 -0.005639458826 0.2130595415 0.0005109989461 0.04092358832 0.4226935217 492.0553531 1.641330551e-06 0 0 0 0 0.212976503 0 0
endevent 6

event 7
pion 2.827384329 0.1868896042 -0.0477825834 2.817565005 0.1349766 0 0 0 0 0 0 0 0 2.692407729 0 0
V 2.549054559 0.1511725817 -0.02498595988 2.542479438 0.1 0 0 0 0 0 0 0 0 2.449054559 0 0
DM 0.853549948 0.004539289984 0.0002406596938 0.8535231986 0.005 0 0 0 0 2.608081964 0.1382727715 490.3979406 1.635842719e-06 0.848549948 487.2473499 494.7376523
Recoil_DM 0.7709055195 0.01092665681 -0.005208151392 0.7707942679 0.005 2.608081964 0.1382727715 490.3979406 1.635842719e-06 0 0 0 0 0.7659055195 0 0
electron 0.08315542738 -0.006387366827 0.005448811086 0.08272893077 0.0005109989461 2.608081964 0.1382727715 490.3979406 1.635842719e-06 0 0 0 0 0.08264442844 0 0
endevent 7

event 8
pion 3.49835845 0.0008458681363 0.05518378792 3.495317896 0.1349766 0 0 0 0 0 0 0 0 3.36338185 0 0
V 2.754667989 0.01070209713 0.07213976315 2.751886089 0.1 0 0 0 0 0 0 0 0 2.654667989 0 0
DM 1.921104109 -0.009722364255 0.008044463698 1.921056158 0.005 0 0 0 0 -2.484994471 2.056130308 491.0136882 1.637886249e-06 1.916104109 489.1994629 492.7634396
Recoil_DM 1.379637336 -0.02360304468 0.01668988011 1.379325387 0.005 -2.484994471 2.056130308 491.0136882 1.637886249e-06 0 0 0 0 1.374637336 0 0
electron 0.5419777725 0.01388068043 -0.008645416408 0.541730771 0.0005109989461 -2.484994471 2.056130308 491.0136882 1.637886249e-06 0 0 0 0 0.5414667735 0 0
endevent 8

event 9
pion 2.227834136 0.05164040171 0.05923734903 2.222352461 0.1349766 0 0 0 0 0 0 0 0 2.092857536 0 0
V 2.182464636 0.05120347678 0.07058731074 2.178427764 0.1 0 0 0 0 0 0 0 0 2.082464636 0 0
DM 1.21709825 -0.0003290161604 -0.0006660713941 1.217087752 0.005 0 0 0 0 -0.1327945599 -0.2688337786 491.2300728 1.63858128e-06 1.21209825 486.2764093 495.7254873
Recoil_DM 0.7646229996 0.01672835676 -0.0008927144941 0.7644231136 0.005 -0.1327945599 -0.2688337786 491.2300728 1.63858128e-06 0 0 0 0 0.7596229996 0 0
electron 0.4529862489 -0.01705737292 0.0002266431 0.4526646388 0.0005109989461 -0.1327945599 -0.2688337786 491.2300728 1.63858128e-06 0 0 0 0 0.45247525 0 0
endevent 9

event 10
pion 2.502191837 0.00914516822 -0.04233061197 2.498173291 0.1349766 0 0 0 0 0 0 0 0 2.367215237 0 0
V 2.203846965 0.03296388192 -0.04729360838 2.200822152 0.1 0 0 0 0 0 0 0 0 2.103846965 0 0
DM 1.602805848 0.003948060533 0.005008439479 1.602785361 0.005 0 0 0 0 1.208981819 1.533692866 490.8076626 1.637179065e-06 1.597805848 487.5633655 494.4169867
Recoil_DM 0.845206304 0.01017482903 -0.01572102203 0.8449840346 0.005 1.208981819 1.533692866 490.8076626 1.637179065e-06 0 0 0 0 0.840206304 0 0
electron 0.7581105427 -0.006226768499 0.0207294615 0.7578013266 0.0005109989461 1.208981819 1.533692866 490.8076626 1.637179065e-06 0 0 0 0 0.7575995437 0 0
endevent 10

event 11
pion 6.105537203 0.004660438639 0.003097232776 6.104042476 0.1349766 0 0 0 0 0 0 0 0 5.970560603 0 0
V 6.103988254 0.005036579407 0.004317315202 6.103165457 0.1 0 0 0 0 0 0 0 0 6.003988254 0 0
DM 5.874707986 0.00372844034 0.02245012644 5.874661779 0.005 0 0 0 0 0.3136478736 1.888573714 494.1946248 1.648468795e-06 5.869707986 487.726821 494.2512891
Recoil_DM 5.085225083 -0.02266873787 0.01420263371 5.085152265 0.005 0.3136478736 1.888573714 494.1946248 1.648468795e-06 0 0 0 0 5.080225083 0 0
electron 0.7899939024 0.02639717821 0.008247492731 0.789509514 0.0005109989461 0.3136478736 1.888573714 494.1946248 1.648468795e-06 0 0 0 0 0.7894829035 0 0
endevent 11

event 12
pion 3.543785763 -0.0548602778 0.07098094526 3.540077811 0.1349766 0 0 0 0 0 0 0 0 3.408809163 0 0
V 2.652992822 -0.01117054382 0.04860157995 2.650638417 0.1 0 0 0 0 0 0 0 0 2.552992822 0 0
DM 1.947236295 -0.001203544538 -0.007636897083 1.947214528 0.005 0 0 0 0 -0.3026157788 -1.920199448 489.602023 1.633154814e-06 1.942236295 486.0128663 495.9942971
Recoil_DM 1.472947153 0.0003447119259 0.01329145193 1.472878656 0.005 -0.3026157788 -1.920199448 489.602023 1.633154814e-06 0 0 0 0 1.467947153 0 0
electron 0.4748001406 -0.001548256464 -0.02092834902 0.474335872 0.0005109989461 -0.3026157788 -1.920199448 489.602023 1.633154814e-06 0 0 0 0 0.4742891416 0 0
endevent 12

event 13
pion 4.411236858 0.0772343879 -0.1229481431 4.406780065 0.1349766 0 0 0 0 0 0 0 0 4.276260258 0 0
V 3.993252348 0.05383208805 -0.09246556982 3.990565943 0.1 0 0 0 0 0 0 0 0 3.893252348 0 0
DM 2.422649397 -0.001364194246 -0.02143844024 2.422548995 0.005 0 0 0 0 -0.2755976742 -4.33104324 489.4089465 1.632560182e-06 2.417649397 486.6448794 495.3501418
Recoil_DM 1.577467137 -0.01011601804 0.007817731159 1.577407404 0.005 -0.2755976742 -4.33104324 489.4089465 1.632560182e-06 0 0 0 0 1.572467137 0 0
electron 0.8456932592 0.008751823796 -0.02925617139 0.8451415914 0.0005109989461 -0.2755976742 -4.33104324 489.4089465 1.632560182e-06 0 0 0 0 0.8451822602 0 0
endevent 13

event 14
pion 3.822659814 -0.001305385448 0.02138787557 3.820215992 0.1349766 0 0 0 0 0 0 0 0 3.687683214 0 0
V 2.794043275 -0.0064245741 -0.01373463269 2.79221201 0.1 0 0 0 0 0 0 0 0 2.694043275 0 0
DM 2.567232006 0.02021246762 -0.01866192665 2.567079734 0.005 0 0 0 0 3.84732922 -3.55219249 488.6291498 1.629988083e-06 2.562232006 488.2895314 493.6817083
Recoil_DM 1.92531624 -0.002861546834 -0.001123070187 1.925307293 0.005 3.84732922 -3.55219249 488.6291498 1.629988083e-06 0 0 0 0 1.92031624 0 0
electron 0.6424267656 0.02307401446 -0.01753885647 0.6417724413 0.0005109989461 3.84732922 -3.55219249 488.6291498 1.629988083e-06 0 0 0 0 0.6419157666 0 0
endevent 14

event 15
pion 3.759629452 0.03583790781 -0.1203799564 3.755105756 0.1349766 0 0 0 0 0 0 0 0 3.624652852 0 0
V 2.644126365 0.03623594818 -0.05796410862 2.64135029 0.1 0 0 0 0 0 0 0 0 2.544126365 0 0
DM 1.85870027 -0.008878461511 -0.01108888262 1.858639261 0.005 0 0 0 0 -2.36121846 -2.949077868 494.3033573 1.648872643e-06 1.85370027 486.7028581 495.2911329
Recoil_DM 1.257458699 0.006969704688 0.008141134391 1.257403087 0.005 -2.36121846 -2.949077868 494.3033573 1.648872643e-06 0 0 0 0 1.252458699 0 0
electron 0.6017525702 -0.0158481662 -0.01923001701 0.6012361738 0.0005109989461 -2.36121846 -2.949077868 494.3033573 1.648872643e-06 0 0 0 0 0.6012415712 0 0
endevent 15

event 16
pion 1.061177015 0.02893200433 0.04383361287 1.051246654 0.1349766 0 0 0 0 0 0 0 0 0.9262004151 0 0
V 0.9697727303 0.009231200278 0.0565429885 0.9629002149 0.1 0 0 0 0 0 0 0 0 0.8697727303 0 0
DM 0.7421215151 0.005237834213 0.001546790732 0.7420845745 0.005 0 0 0 0 3.469151063 1.024478915 491.5015226 1.639554219e-06 0.7371215151 488.8746613 493.0908249
Recoil_DM 0.4434645251 -0.0009123103274 -0.01180270243 0.4432782974 0.005 3.469151063 1.024478915 491.5015226 1.639554219e-06 0 0 0 0 0.4384645251 0 0
electron 0.2991679889 0.006150144541 0.01334949316 0.2988062771 0.0005109989461 3.469151063 1.024478915 491.5015226 1.639554219e-06 0 0 0 0 0.29865699 0 0
endevent 16

event 17
pion 4.668844923 -0.08290667937 -0.0129569791 4.666138964 0.1349766 0 0 0 0 0 0 0 0 4.533868323 0 0
V 4.337085632 -0.05963550297 -0.02579076395 4.335445793 0.1 0 0 0 0 0 0 0 0 4.237085632 0 0
